imgnum,mid,text,label,event
28,552798832359374849,Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM,0,Charlie Hebdo
166,552830674357334016,"RT @froomkin: #CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/cGlB7C9tZ2 http://t.co/RjjZm3r6gb",0,Charlie Hebdo
78,552814766369284097,World’s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,0,Charlie Hebdo
179,552832584045330432,Pictures from the scene: Gunmen attack Paris #CharlieHebdo office http://t.co/lCnsyqkc3y http://t.co/JwbND2MkUs,0,Charlie Hebdo
363,553117857609809920,Brilliant cartoons continue to emerge in wake of #Charliehebdo attack. This one via @lectrr http://t.co/9oR6bGmDQY,0,Charlie Hebdo
810,552792544132997121,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,1,Charlie Hebdo
1291,500326873407455233,Harvard students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA http://t.co/eKiMdz0MIr,0,Ferguson
370,553121522769219584,"Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie",0,Charlie Hebdo
541,553200115079712768,"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000 http://t.co/Xy5jyLxGZt http://t.co/5P7HpPUAT2",0,Charlie Hebdo
2225,544385829180035072,"BREAKING UPDATE: Gunman demands to speak to #Abbott, asks to bring him #ISIS flag http://t.co/1ZlzKDjvSf #SydneySiege http://t.co/L4GhXZUE2p",1,sydney siege
38,552802515969138688,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN,0,Charlie Hebdo
446,553155430055440384,AFP staff observe minute of silence at #AFP HQ for the victims of #CharlieHebdo #JeSuisCharlie https://t.co/EfnwNEN4h0,0,Charlie Hebdo
1429,580332296336732160,#AirbusCrash According to @flightradar24 this is the actual #Germanwings plane that has crashed. http://t.co/pkDHz6248P,0,GermanwingsCrash
71,552812951208722432,Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,0,Charlie Hebdo
2121,544291965513134080,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO",1,sydney siege
1519,580320645906632704,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,1,GermanwingsCrash
445,553155289235881984,The French flag flying at half-mast from Glasgow City Chambers today. #JeSuisCharlie http://t.co/bnv2mV9vRK,0,Charlie Hebdo
39,552803431702749184,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ",0,Charlie Hebdo
1870,544314810884562946,"#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough. http://t.co/bnUK0ZFvJt",0,sydney siege
288,552851847581413377,This #cartoon sums up the absurdity of the killings. #CharlieHebdo #ParisShooting #parisattack http://t.co/xBus9qWLpa,0,Charlie Hebdo
1707,524931913426157568,"UPDATED: Shots fired on Parliament Hill, soldier injured at National War Memorial http://t.co/eyhV6c2yiv http://t.co/wy63eYJbB1",1,Ottawa Shooting
1602,524950507023245313,Listen to our live special coverage of Parliament Hill shooting here http://t.co/tyNHh2UFcb http://t.co/fwN00HBv6K,0,Ottawa Shooting
1896,544350087020019712,The #SydneySiege has now been going for six hours. http://t.co/5yDIw5xAGl http://t.co/RcxxfJncRs,0,sydney siege
222,552839103214288896,Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France. http://t.co/yNCZFyhV5a http://t.co/5M9IGKUGWR,0,Charlie Hebdo
1735,524947870735429632,"LATEST: Numerous gunmen involved in #Ottawa shooting attacks, manhunt is on - police spokesman http://t.co/Zp9AKplH9p http://t.co/hji1netpU8",1,Ottawa Shooting
1168,499688532391526400,#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,0,Ferguson
1165,499682060793937921,USA doesn't comply with law that requires reporting on police use of deadly force http://t.co/DQ4hmsGY6K #Ferguson http://t.co/NTQZv7n0hy,0,Ferguson
84,552816010752167936,A tragic day for the freedom of speech #jesuischarlie http://t.co/ZkIOXpHeSq,0,Charlie Hebdo
1627,524964278030172160,Pic from Conservative MP Nina Grewal of caucus is getting a lot of att'n on Twitter. @grahamctv: #ottawashooting. http://t.co/vAuAopcJRD,0,Ottawa Shooting
722,553558824720666628,"If you tweeted #JeSuisCharlie but won't tweet #JeSuisJuif today, I think we can all figure out the reason. http://t.co/eVtOYbvlrP",0,Charlie Hebdo
1588,524936075870228480,"LIVE BLOG | For tweets from reporters covering the shootings in Ottawa, click http://t.co/mJ5ZQy60It #cbcOTT #OTTnews http://t.co/aO4jBd3jVI",0,Ottawa Shooting
938,553503546382249984,"BREAKING: #CharlieHebdo suspects “almost certainly behind hostage taking,"" say officials: http://t.co/qB4b5cKvPg http://t.co/iGJNu386dQ",1,Charlie Hebdo
1176,499691702660374528,Happening right now in #Ferguson: http://t.co/MQTOSpfNAk,0,Ferguson
1995,544459882075017216,"More than 12 hours on, night falls on Sydney as hostages remain inside cafe. http://t.co/o7GgjYxW0c #sydneysiege http://t.co/sVF99IYEWc",0,sydney siege
1227,500175929902395392,"Occupation is a CRIME,from #Ferguson to #Palestine!AntiWar Committee Chicago #StandWithFerguson #MikeBrown @AntiWarMN http://t.co/L64XNjeupc",0,Ferguson
687,553540872986705920,Our cover #CharlieHebdo #JeSuisCharlie http://t.co/q29opNZ0jr,0,Charlie Hebdo
275,552849585899462659,Cartoonist @davpope takes on the #CharlieHebdo attack: http://t.co/eFaaaLWLzP http://t.co/UV4C791jpT,0,Charlie Hebdo
174,552831705351225344,#JeSuisCharlie trends after brutal shooting at #CharlieHebdo magazine http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h,0,Charlie Hebdo
1565,580883864521818112,BREAKING: One pilot was 'locked out' of cockpit before Germanwings crash http://t.co/3ZrouZedhX http://t.co/CSUYBYHuAF,1,GermanwingsCrash
821,552798891994009601,Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,1,Charlie Hebdo
239,552842140188147712,This Michael Shaw cartoon from the @NewYorker archives says a little and says a lot. #charliehebdo http://t.co/FqL1EhMLwj,0,Charlie Hebdo
795,553591758899412993,Several hostages freed at Jewish supermarket in Paris including a child (R). Photo Thomas Samson #AFP http://t.co/b6ikL2BYyy,0,Charlie Hebdo
764,553582801833185280,Special forces (#GIGN) storm building in #Dammartin where #CharlieHebdo suspects holed up http://t.co/LdSF5QeCiv http://t.co/9KZ9GM5yJz,0,Charlie Hebdo
2045,544497307933474816,"#SydneySiege UPDATE: Gunman identified as local resident Man Monis, has police records http://t.co/6bXGBh0qHD http://t.co/3vw2bF1Ojo",0,sydney siege
1923,544395804190855168,who takes a selfie in the middle of a hostage siege ? well these idiots do #sydneysiege http://t.co/P78TvrRIfh,0,sydney siege
98,552819155859431424,"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged. http://t.co/UBRm7FJPfl",0,Charlie Hebdo
56,552810124776308736,Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0,Charlie Hebdo
1117,499571347375136768,You're either furious about this or protecting your entitlement. I believe it to be this simple: #Ferguson #Trayvon http://t.co/0SDoF5zobe,0,Ferguson
988,498248415223246848,The mother of the boy killed in #Ferguson speaking to media about the loss of her son. http://t.co/YlxEDKoebB,0,Ferguson
650,553509181446443008,"While horrified with #CharlieHebdo, let's not forget #RaifBadawi. 50 lashes today in Jeddah, first batch of 1000!! :( http://t.co/l8ACRZuhVZ",0,Charlie Hebdo
1872,544319395619958784,"WATCH: ""#SydneySiege a very disturbing incident"" - Australian leader @TonyAbbottMHR http://t.co/UzZQLQbDvt http://t.co/HMYypWuKA9",0,sydney siege
447,553155988917075968,Indian artist Sudarsan Pattnaik and his tribute to those killed in the attack on Charlie Hebdo http://t.co/36rBaLxCJ6,0,Charlie Hebdo
868,552985912901001218,#Banksy has also contributed a powerful message of perseverance &amp; support after #CharlieHebdo attack. #JeSuisCharlie http://t.co/bm8uyixSma,1,Charlie Hebdo
1233,500186504279625728,4 arrested in Times Square after march supporting #Ferguson http://t.co/I40SlR3Jbm #NMOS14 http://t.co/QRT7VzEiRe,0,Ferguson
1844,525072912957452289,"This photo, reported to be of suspected Ottawa shooter Michael Zehar Bibeau, came from suspended ISIS Twitter account http://t.co/QiM55Gu93N",1,Ottawa Shooting
496,553174789561389056,Newsrooms around the world show their support for #CharlieHebdo: https://t.co/2sZ43iXyYe #jesuischarlie http://t.co/dAOvitPGPi,0,Charlie Hebdo
1991,544457877688430593,"Sydney residents urged: ""Go about your normal business"" http://t.co/3shTK9yYOh #sydneysiege http://t.co/IR8PgFUG68",0,sydney siege
867,552982613288157184,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,1,Charlie Hebdo
1284,500315532382707712,Ron Johnson says he would have liked to been consulted by #ferguson chief Jackson about today's release of info. http://t.co/5GSXss901U,0,Ferguson
683,553540381187780609,"Police establish tight cordon around second hostage scene in #Paris. Eery quiet, except for buzz from helicopters. http://t.co/bw8vu18v8r",0,Charlie Hebdo
1719,524938107142283264,Canada's parliament building in Ottawa is on lockdown after reports of an active shooter http://t.co/oKneosRl04 http://t.co/JIW3PIeeMj,1,Ottawa Shooting
398,553136237083889664,"Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2",0,Charlie Hebdo
1568,581063816882065408,French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here. http://t.co/bEKvhEACa1,1,GermanwingsCrash
261,552847230693310466,#JeSuisCharlie used across the world to show solidarity with #CharlieHebdo shooting victims http://t.co/kp922GIn7c http://t.co/tiL6mF3MDf,0,Charlie Hebdo
537,553198268436344832,"Please enjoy this culturally, ethically and politically correct cartoon. #charliehebdo http://t.co/EKJX0BmPH2",0,Charlie Hebdo
1678,525041601890881536,Ottawa Canada identifies the gunman who is probably Muslim but that will not be mentioned. http://t.co/G2UIYHsGEY http://t.co/l1i3eEzhfR,0,Ottawa Shooting
54,552809336360419329,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0,Charlie Hebdo
1067,499362480179912705,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/acvuzlAN5l,0,Ferguson
936,553502446769942528,Charlie Hebdo killers tell police: 'We are ready to die as martyrs' http://t.co/h4Gp9BAetN http://t.co/MMF4hXUKDd,1,Charlie Hebdo
856,552829580579323904,Witness to #CharlieHebdo attack claims gunmen told him it was “Al-Qaeda in Yemen” (i.e. AQAP): http://t.co/gGyLxyvSTw http://t.co/3jcdj9dZcD,1,Charlie Hebdo
2158,544317709396496384,"BREAKING NEWS: Flag in Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7News http://t.co/1UMa3DwuNJ",1,sydney siege
779,553588889084891136,The New Yorker’s Charlie Hebdo cover is wonderful: http://t.co/xjA85LhcSS http://t.co/tjUiIXzzoS,0,Charlie Hebdo
1131,499604750888083456,Free Coffee to all journalists spreading awareness on #MikeBrown #Ferguson movement @stlpublicradio #DONTSHOOT http://t.co/67wkah3OVS,0,Ferguson
1604,524953077456318464,Ottawa shootings: check out the Breaking News Handbook from @onthemedia: http://t.co/CBUZXVQBLg http://t.co/RYj8Ktquu4,0,Ottawa Shooting
778,553588704913416192,"Smoke, gunshots reported at site of standoff with suspects in the attack on Charlie Hebdo  http://t.co/LDp3chB8FY http://t.co/IuAaEnrlXv",0,Charlie Hebdo
2196,544373515067998208,Powerful series of images of one of the hostages escaping #sydneysiege http://t.co/8JoOsCMZKA,1,sydney siege
1268,500274697485824000,"After #Ferguson shooting, nearly half of Americans don’t believe in justice – poll http://t.co/oAz3qywdsV http://t.co/psxx3YvVlF",0,Ferguson
941,553506608203169792,"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",1,Charlie Hebdo
53,552808701065953280,"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0,Charlie Hebdo
2181,544353793270243328,"Three people spotted running out of #Lindt cafe, shielded by heavily armed police. #sydneysiege #martinplacesiege http://t.co/DCezDxucaj",1,sydney siege
111,552821573946982401,"Some press now blurring CharlieHebdo cartoons as cartoonists foresaw. This one says ""Charlie Hebdo Should be Veiled"" http://t.co/x857AJFa3F",0,Charlie Hebdo
207,552836898562265088,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,0,Charlie Hebdo
2147,544313370892324864,#Sydneysiege: what we know http://t.co/rhQ4TLeqHE http://t.co/t0RBx9kS69,1,sydney siege
2203,544376300417585152,"#Sydneysiege: 2 women flee #LindtCafe, a total of 5 hostages now free http://t.co/m51P8dUPhB http://t.co/WrPDLAJBS0",1,sydney siege
761,553582011324329984,Gunshots and explosions heard in #Dammartin http://t.co/LdSF5QeCiv http://t.co/VoqNdOeYfm,0,Charlie Hebdo
1108,499524024012386304,.@wizkhalifa showed support for #RIPMikeBrown last night during his #STL concert http://t.co/M7OBuIL1eV #Ferguson http://t.co/8FYpZQEWUb,0,Ferguson
1441,580334563932549120,#Germanwings flight with at least 142 passengers and crew of six goes down in the Alps region. http://t.co/4SXbd0uiVA http://t.co/3t9Agmtciy,0,GermanwingsCrash
2144,544309275141885952,Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,1,sydney siege
474,553164303650799616,Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo http://t.co/sMtOVXT8I9 http://t.co/J2bdIq2k2V,0,Charlie Hebdo
170,552831266945794048,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/XyARpX72q7 http://t.co/HrxLhw9H4V,0,Charlie Hebdo
2021,544477048048082945,'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eREuEQaaLU,0,sydney siege
709,553550030553243650,"""Armed and dangerous."" Appeal for info about suspects in policewoman shooting. #ParisAttacks http://t.co/zZIgbWOmcP http://t.co/lu5QEp82OU",0,Charlie Hebdo
837,552808620187217920,PHOTO: Armed gunmen face police officers near #CharlieHebdo HQ in Paris http://t.co/3Jsosc7yl3 http://t.co/iOpVNO6Iq0,1,Charlie Hebdo
995,498262106937237504,People marching to the #Ferguson Police Dept headquarters following the killing of a 17-year-old boy. http://t.co/ROvs3mXYMM,0,Ferguson
1156,499668221767999488,Volunteers out cleaning up community #MikeBrown #Ferguson #FergusonRiot http://t.co/3IHN3VU1hD,0,Ferguson
648,553506985413713920,Charlie Hebdo will print a million copies of its next edition with government and Google help http://t.co/7NWsbPcbEW http://t.co/vU5XUNjXj6,0,Charlie Hebdo
337,553106334607228928,Our cowardice helped to allow this attack - @DAaronovitch on #CharlieHebdo http://t.co/MO0rqnomiP http://t.co/jGs2NGnAOp,0,Charlie Hebdo
2120,544291829290508289,JUST IN: Gunman in #Sydney cafe siege says he has devices all over city: Report http://t.co/FlxRZYOxWA http://t.co/ppOgJw4ynX,1,sydney siege
1359,500286058664579072,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,1,Ferguson
2009,544467919003213824,"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege http://t.co/qpw9Jtvvtb",0,sydney siege
89,552817151112142848,French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,0,Charlie Hebdo
730,553563356339384322,"Muslims pray for the Friday prayer next to a sign reading #JeSuisCharlie in Saint-Etienne,France. By @JpKphotographer http://t.co/irukD1LedH",0,Charlie Hebdo
191,552834732325879809,White House @PressSec says shooting at #CharlieHebdo office seems to be an attack on freedom of press. #ParisShooting http://t.co/zulRpKriuv,0,Charlie Hebdo
1720,524938162900967424,DEVELOPING: Police: Shooting near Canadian Parliament; soldier wounded; active situation: http://t.co/9MAAywtu03 http://t.co/kZvFqw7p0v,1,Ottawa Shooting
59,552810884029222912,"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0,Charlie Hebdo
1668,525016983646244865,I am sharing this with you. Please feel free to post it on your status to show ur support for #Ottawa #OttawaStrong http://t.co/3cpXBf35A8,0,Ottawa Shooting
366,553118438332571648,A look at the irreverent covers of #CharlieHebdo: http://t.co/qf1IrCuONy http://t.co/WEDybNqLub,0,Charlie Hebdo
1646,524979881525137409,Image from @kellyhobson shows police running to search buildings in downtown Ottawa. http://t.co/lLtW5skkJe,0,Ottawa Shooting
1754,524965165759221760,#BREAKING Minister of Employment Jason Kenney confirms the soldier shot in Ottawa is dead http://t.co/lKTCYy4qry http://t.co/COnhvF3DyU,1,Ottawa Shooting
601,553225701701066752,Political cartoonists are mourning #CharlieHebdo by retaliating the only way they know how. On pen and paper. http://t.co/0GLdlkk5ja,0,Charlie Hebdo
1724,524940659778920448,Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,1,Ottawa Shooting
1547,580333906597167104,148 people feared dead after Germanwings Airbus crash in France: http://t.co/oAgrXXrjuj http://t.co/Na2JBSCshD,1,GermanwingsCrash
568,553212338728603648,Especially poignant this week: Bill Hicks on what free speech really means http://t.co/lvK3nQAzDn #CharlieHebdo http://t.co/5s808jTmxT,0,Charlie Hebdo
1796,525025279803424768,The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw,1,Ottawa Shooting
1596,524944537618485248,Raw footage and live coverage of shooting at Parliament: http://t.co/BXR3thpsV0 http://t.co/mAWprVUaLC,0,Ottawa Shooting
808,552792193992519680,At least 11 dead and 5 injured after gunmen storm Charlie Hebdo office in Paris http://t.co/Ujw9LonL8N http://t.co/JnhZmKeW5M,1,Charlie Hebdo
255,552845868932800512,The US Embassy in France (@USEmbassyFrance) has changed its Twitter pic to the #JeSuisCharlie image http://t.co/afvSJT8jma,0,Charlie Hebdo
930,553493785523400704,Building in Dammartin-en-Goele where #CharlieHebdo suspects believed to be holed up http://t.co/BXIQYIqT0R http://t.co/HSzL3gK9eT,1,Charlie Hebdo
1666,525015836226895875,McMaster's flags have been lowered in memory of today's shooting victim in Ottawa. http://t.co/5rFkvTybQO,0,Ottawa Shooting
165,552830599002857472,"#JeSuisCharlie #CharlieHebd #ChalieHebdo One Child, one teacher, one book, and one pen,can Change the World -Malala-  http://t.co/I2MpQdnA7G",0,Charlie Hebdo
2277,544515999161393152,"Still no information about hostage taker: unclear if alive, injured or killed http://t.co/40E5foRpZ8 #sydneysiege http://t.co/XoF7h8Mxka",1,sydney siege
2200,544374395540881408,Live coverage of the Sydney cafe hostage siege on @SkyNews and at http://t.co/1gMsZkOTjC http://t.co/C2nWo4mA5A,1,sydney siege
1772,524985325190656000,White House: Obama awaiting chance to speak with Harper about Ottawa shooting http://t.co/zOQGTf8NIO http://t.co/GIqcI75fhz,1,Ottawa Shooting
338,553106714682462209,Charlie Hebdo: This is the terrifying price we pay for free speech in a liberal democracy http://t.co/OvDqOqo0Rz http://t.co/Fp9tq8pVMx,0,Charlie Hebdo
751,553574709669814272,Watch: Hacker group says it will avenge #CharlieHebdo attack by shutting down jihadi websites http://t.co/fPhdD3W0xS http://t.co/nvMO0r45SI,0,Charlie Hebdo
65,552812040926941185,If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,0,Charlie Hebdo
1332,500420356621213696,Laying on of hands for Capt. Ron Johnson before #Ferguson begins another night of protests. http://t.co/AMViKykZ5l,0,Ferguson
1620,524959715957424128,"The governing party’s meeting. Wow. @acarvin: Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/JLmQrlm2TU #ottawa",0,Ottawa Shooting
313,552983966932688897,"Meet Ahmed Merabet, first officer on scene to die at #CharlieHebdo , #ParisShooting http://t.co/D5z1suuB7P",0,Charlie Hebdo
1095,499439795618480128,"Police fire tear gas at protestors for the third night in a row in Ferguson, Mo. #Ferguson #MikeBrown http://t.co/BEoZT5yjkU",0,Ferguson
920,553483415954411520,What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/GWpwcdfIJA http://t.co/UpeKOm4WCN,1,Charlie Hebdo
372,553122276913471488,Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ,0,Charlie Hebdo
1373,500319801344929795,"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u",1,Ferguson
1919,544393723099238400,"#SYDNEY: Gunman tall man in late 40s, dressed in black – eyewitness http://t.co/m51P8dUPhB #SydneySiege http://t.co/NvJzFsGrFN",0,sydney siege
673,553533193899368448,Israel shares France's pain and grief.  #CharlieHebdo http://t.co/mjFnEkvajd,0,Charlie Hebdo
915,553475824369012736,Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,1,Charlie Hebdo
2082,544269749405097984,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,1,sydney siege
2169,544336537870434304,"Dozens of hostages are being held in a Sydney cafe, Islamic flag seen in window » http://t.co/krZOmZSUaX http://t.co/ThxMOu1dTj",1,sydney siege
1454,580337826279124992,"As you hear reports on the Germanwings crash, remember to be patient. The truth takes time. http://t.co/gbwzS3PIKG http://t.co/sSGhE6BLYc",0,GermanwingsCrash
104,552820331204055041,Tonight 7PM: mobilization for #CharlieHebdo freedom of press and democracy on Place de la République in #Paris http://t.co/AKjMGyBzRr,0,Charlie Hebdo
864,552979279039197186,Tribute to #CharlieHebdo on Banksy's instagram account: http://t.co/VE37nfsL2R http://t.co/b0QYWmMUkL,1,Charlie Hebdo
1842,525070933556350977,"And this is Cpl. Nathan Cirillo, the brave #Canadian soldier killed in the #OttawaShooting today. http://t.co/w9EOyX8MAI",1,Ottawa Shooting
1193,499697652385464320,Police have moved tank and repositioned to face protesters on sidewalk across the street. #ferguson http://t.co/JRGhIErZAb,0,Ferguson
1112,499541439962185729,#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests http://t.co/PfZ0GIAxE1 http://t.co/I4x6KRgnHE,0,Ferguson
1363,500290464621559808,#Ferguson cops beat innocent man then charged him for bleeding on them: http://t.co/u1ot9Eh5Cq via @MichaelDalynyc http://t.co/AGJW2Pid1r,1,Ferguson
2091,544274544174071809,Take a break from bashing Cheney and waterboarding. Possible ISIS terrorist attack ongoing in Sydney. http://t.co/nkksw4ozE2,1,sydney siege
204,552836586191474689,"Calls for ""every newspaper in Europe"" to print Charlie Hebdo cartoons http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h #JeSuisCharlie",0,Charlie Hebdo
1587,524936008870400000,Photos from the Parliament shooting scene http://t.co/F4j0IbC5mq http://t.co/MeRqPX921z,0,Ottawa Shooting
1434,580332876081811456,Full csv file with positions and altitude of flight #4U9525 http://t.co/KQ2hmCTkEX http://t.co/VoJPHRYR29,0,GermanwingsCrash
1696,524923678472286209,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/B8LinPFjvj http://t.co/olsk7N4X5T,1,Ottawa Shooting
942,553508098825261056,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi,1,Charlie Hebdo
991,498251940997136384,"When you see citizens as enemies... RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/xTwwfXC8zy""",0,Ferguson
1552,580342519516512256,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",1,GermanwingsCrash
662,553522808417157120,People should actually know the difference. #JeSuisCharlie http://t.co/QIVgReU6Kh,0,Charlie Hebdo
1745,524956383318650880,"Photos of the scene in Ottawa, where police confirm 'several' shootings http://t.co/1vpA0rErQg http://t.co/djjyH5S30C",1,Ottawa Shooting
1962,544435685864660992,"A Muslim,a Jew &amp; a Christian walk into a bar.Except it's an interfaith solidarity stand against bigotry in Sydney. ❤️ http://t.co/rp5jRN5uPp",0,sydney siege
1723,524940077978640384,Police say the shooter is on roof of building at Metcalfe and Sparks 1 block from Parliament Hill #ottnews #cbcott http://t.co/ZZiMUgj69H,1,Ottawa Shooting
817,552795585095671808,Gunmen reportedly asked for victims by NAME before shooting them #CharlieHebdo. Live updates: http://t.co/w2A2CcyPkN http://t.co/150t62a5IN,1,Charlie Hebdo
1774,524987107081977856,"""I saw a long gun, I heard one shot"" - eye witness to #OttawaShooting at Canadian Parliament http://t.co/509yRD4iCn http://t.co/YmMtvZDLom",1,Ottawa Shooting
1567,581063145256538112,Photo: German Co-Pilot Andreas Lubitz who seems to have crashed the #Germanwings flight no purpose http://t.co/3mSYxvNF3p,1,GermanwingsCrash
287,552851772658561028,Hypocrites like @faiezakhan in one screen shot. #CharlieHebdo #PK http://t.co/habzM640DJ,0,Charlie Hebdo
783,553590427216248832,"#CharlieHebdo suspects, the #KouachiBrothers, both killed, local mayor tells CNN. http://t.co/7Bxdhozq4H http://t.co/l1f32IA2yK",0,Charlie Hebdo
984,553589051044151296,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK,1,Charlie Hebdo
1913,544389493273276416,PM Tony Abbott has just provided an update on #SydneySiege. Here's the transcript: http://t.co/AxXP3md4KT,0,sydney siege
840,552810804186460161,#CharlieHebdo famous cartoonists Charb and Cabu shot dead according to reports http://t.co/4wugwxfVjj http://t.co/SblgDDXGiD,1,Charlie Hebdo
780,553589860880375808,"Dual hostage crisis ends: #CharlieHebdo suspects killed, ‘several hostages freed’ at supermkt http://t.co/LdSF5QeCiv http://t.co/Gm5z8owfhP",0,Charlie Hebdo
1610,524955850591334403,"NHL reportedly monitoring situation in Ottawa after shootings, could postpone Sens/Leafs game. http://t.co/OavGx3e04I http://t.co/kIybRf4D5y",0,Ottawa Shooting
788,553591049541914624,"BREAKING: Suspects in the #CharlieHebdo massacre killed by police, local mayor tells CNN: http://t.co/qB4b5cKvPg http://t.co/6sg4RCfZee",0,Charlie Hebdo
312,552983656231628800,Crowds gather around the world in solidarity with #CharlieHebdo victims http://t.co/vKe1pHL8ls http://t.co/Ahkfs7wdan,0,Charlie Hebdo
2166,544333172180537344,Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,1,sydney siege
2255,544492843499540480,BREAKING: Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege. http://t.co/siHXBFN6RS,1,sydney siege
1953,544428082749132800,Join us in Prayer #sydneysiege #PrayForSydney http://t.co/Or5uclGJpt,0,sydney siege
